index	return	risk	AAPL	COST	HIMS	RTX	SPY	TSLA
51	0.07984921999383267	0.15289065707544283	4.663934900494782e-24	5.447287423822531e-24	0.43394893625788356	0.5660510637421164	7.547646533360691e-24	1.447536788092253e-23
52	0.0809458057878307	0.1563877788639574	-6.411052475944778e-24	-6.491308702255303e-24	0.4455009987832329	0.5544990012167671	-7.071127590220337e-24	-7.90116441244397e-24
53	0.08204239158182872	0.1598986665946617	-1.4575635626572364e-24	-2.681680897176038e-24	0.457053061308582	0.542946938691418	1.6764233319868867e-24	1.7579386952801622e-24
54	0.08313897737582675	0.16342243304762943	7.542089523277076e-24	8.152488077780052e-24	0.4686051238339313	0.5313948761660686	9.385152900281373e-24	1.0667491463041987e-23
55	0.08423556316982478	0.16695826278256035	-6.2968274118433085e-24	-7.1206956033294e-24	0.48015718635928084	0.5198428136407192	-9.025121751315536e-24	-1.394844854324005e-23
56	0.0853321489638228	0.17050540531971814	2.5463586680752407e-23	2.176934837897459e-23	0.49170924888462997	0.50829075111537	1.7172801387584976e-23	1.8750077933520176e-23
57	0.08642873475782083	0.17406316904738828	2.5680723022571303e-24	4.116554300216082e-24	0.5032613114099793	0.4967386885900207	9.92653292834726e-24	4.408276704581349e-24
58	0.08752532055181886	0.1776309157722983	2.5140162562052485e-23	2.180886796675831e-23	0.5148133739353287	0.48518662606467133	2.4562241710692158e-23	2.825376292350446e-23
59	0.08862190634581688	0.18120805583940905	-2.558596865405108e-24	3.885542667757442e-24	0.5263654364606779	0.47363456353932204	-4.5014201945293545e-24	-1.3681274681113943e-24
60	0.0897184921398149	0.18479404375628244	2.077695558087598e-23	8.335906051838018e-24	0.5379174989860273	0.46208250101397275	1.3796103648282866e-23	2.1904041054018856e-23
61	0.09081507793381294	0.18838837426499186	2.6112244846350896e-24	1.0387984932687417e-23	0.5494695615113766	0.4505304384886234	4.959339168208939e-24	2.0657898144813966e-23
62	0.09191166372781097	0.1919905788113621	-2.8978257737262377e-24	1.0359057867538376e-23	0.561021624036726	0.43897837596327405	2.757444442234786e-25	-2.9527361465858613e-24
63	0.09300824952180899	0.1956002223673185	4.043176885773043e-24	5.008313711542688e-24	0.5725736865620753	0.4274263134379247	6.4022159148813286e-24	1.3775018747807647e-23
64	0.09410483531580702	0.1992169005673826	1.2382018698684688e-23	8.498095562654554e-24	0.5841257490874245	0.4158742509125754	5.662562557198748e-24	3.0350850557775933e-24
65	0.09520142110980505	0.2028402371249643	1.394682193940169e-23	8.48199188045415e-24	0.5956778116127739	0.40432218838722606	9.5018651302464e-24	4.238752163663944e-24
