month	price
2024-01-01	4.603631509997177
2024-02-01	4.170715228980584
2024-03-01	3.91574682355228
2024-04-01	3.7803452407382268
2024-05-01	3.606231295044458
2024-06-01	3.2883563706100505
2024-07-01	3.2273313724192585
2024-08-01	3.4541388229668355
2024-09-01	3.466038386686353
2024-10-01	4.057030384565053
2024-11-01	4.3694725081924055
2024-12-01	4.529240341049589
